Id,PreferedAlbum,Vinyl,AvgTime,TicketInfo,Opinion,Concert,Age,VIP,Food,Drinks,FreePass
03/7243,Head Hunters,True,3.476,CB/1180/XL,Great energy and clean sound; the band really connected. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,2.0,False,0.0,0.0,True
01/4225,Bright Size Life,True,0.861,B/266/N,"Good effort, average sound; a perfectly okay night. (NYC12).",NYC12-5pm,22.0,False,0.0,0.0,False
03/3895,Bright Size Life,False,3.534,B/233/N,Big atmosphere; the room felt alive. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,5.0,False,0.0,0.0,True
01/4160,Bright Size Life,False,3.659,LB/783/XL,They owned the stage; crowd sang every word. (NYC12).,NYC12-5pm,27.0,True,1652.0,46.0,True
04/0110,Kind of Blue,True,3.303,A/5/N,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,28.0,False,0.0,0.0,True
01/7009,Bright Size Life,False,0.951,PB/214/XL,Technical glitches kept breaking the mood. (FL16).,FL16-7pm,16.0,False,2770.0,1.0,False
01/4029,Bright Size Life,True,3.547,LB/763/XL,Warm lighting and crisp sound made it memorable. (NYC12).,NYC12-5pm,35.0,False,0.0,0.0,True
01/2822,,True,3.154,CB/450/XL,,FL16-7pm,3.0,False,0.0,0.0,True
01/4010,Head Hunters,True,0.07,CB/658/N,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,38.0,False,0.0,0.0,False
01/8351,Bright Size Life,False,0.7,PB/248/XL,Painfully off-key vocals; the crowd deserved refunds. (NYC12).,NYC12-5pm,41.0,False,3722.0,0.0,False
05/6986,Head Hunters,True,2.983,CB/1129/N,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,27.0,False,0.0,0.0,True
01/8860,Bright Size Life,True,2.52,LB/1825/N,,NYC12-5pm,20.0,False,0.0,0.0,True
03/6525,Head Hunters,True,2.107,CB/1061/XL,Technical glitches kept breaking the mood. (NYC12).,NYC12-5pm,16.0,False,0.0,0.0,True
02/0448,Head Hunters,True,2.584,CB/71/N,Venue transformed into magic; I’m still buzzing. (SF14).,SF14-7pm,32.0,False,0.0,0.0,True
01/3617,Head Hunters,False,0.114,CB/585/XL,Sound was mud; every note felt like an accident. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,34.0,False,461.0,424.0,False
01/8382,Kind of Blue,False,0.898,LT/277/N,World-class musicianship; I’d travel to see this again. (NYC12).,NYC12-5pm,43.0,False,7269.0,5117.0,False
03/7067,Head Hunters,False,0.142,LB/1349/XL,Awful acoustics; even the claps sounded wrong. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,,False,844.0,29.0,False
01/4966,Kind of Blue,False,3.367,A/197/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,28.0,False,9933.0,204.0,True
01/8273,Head Hunters,False,0.992,CB/1346/N,Painfully off-key vocals; the crowd deserved refunds. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,46.0,False,0.0,884.0,False
01/3311,Kind of Blue,False,0.428,B/221/XL,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,26.0,False,1638.0,702.0,False
04/3989,Head Hunters,False,3.854,B/267/XL,Venue transformed into magic; I’m still buzzing. (SF14).,SF14-7pm,28.0,False,680.0,2.0,True
01/6351,Head Hunters,False,2.512,B/403/N,Perfect setlist and epic encore—worth every cent. (FL16).,FL16-7pm,14.0,False,973.0,1.0,True
01/3535,Bright Size Life,False,0.382,,Sound was mud; every note felt like an accident. (NYC12).,NYC12-5pm,36.0,False,1311.0,18.0,False
01/4103,Head Hunters,True,0.586,CB/674/N,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,31.0,False,0.0,0.0,False
01/1595,Kind of Blue,False,3.34,LT/57/N,"Uneven set; strong start, weak finish. (FL16).",FL16-7pm,27.0,False,4342.0,36.0,True
01/6290,Head Hunters,False,2.956,CB/1013/N,,NYC12-5pm,36.0,False,87.0,841.0,True
03/5643,Bright Size Life,False,0.394,LB/1077/XL,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,15.0,False,688.0,10.0,False
01/7078,Head Hunters,False,0.235,CB/1163/XL,Neither hit nor miss; just a regular show. (NYC12).,NYC12-5pm,13.0,False,344.0,437.0,False
02/5625,Bright Size Life,,0.629,B/352/N,Setlist dragged; the bassline wandered aimlessly. (SF14). Loved the Bright Size Life vibes.,SF14-7pm,49.0,False,0.0,0.0,False
01/4625,Kind of Blue,False,3.255,A/183/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,31.0,False,2521.0,1.0,True
01/5152,Kind of Blue,False,0.728,A/199/XL,Technical glitches kept breaking the mood. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,40.0,False,563.0,2839.0,False
01/3355,Head Hunters,True,2.003,CB/548/N,"Decent songs, but the mix swallowed the vocals. (SF14).",SF14-7pm,23.0,False,0.0,0.0,True
01/6113,Head Hunters,False,0.945,B/402/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,18.0,False,0.0,1624.0,False
01/1984,Kind of Blue,False,2.245,,"Pretty standard concert; left satisfied, not thrilled. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,37.0,False,3166.0,97.0,True
01/4910,Kind of Blue,False,0.409,B/306/N,"Too loud, too messy; still had a few moments. (NYC12).",NYC12-5pm,42.0,False,1330.0,3402.0,False
01/2330,Head Hunters,False,0.706,LB/473/N,,SF14-7pm,21.0,False,17.0,595.0,False
04/6020,Head Hunters,True,0.834,CB/974/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,9.0,False,0.0,0.0,False
02/2544,Kind of Blue,False,0.831,A/97/XL,,NYC12-5pm,42.0,False,1953.0,1942.0,False
01/7099,Head Hunters,False,0.034,LB/1471/N,Band looked bored; the venue lights outperformed them. (FL16). Loved the Head Hunters vibes.,FL16-7pm,21.0,False,320.0,0.0,False
01/9021,Bright Size Life,False,2.434,B/577/N,,NYC12-5pm,30.0,False,522.0,27.0,True
01/2289,Bright Size Life,False,3.787,LB/465/N,Venue transformed into magic; I’m still buzzing. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,37.0,False,2579.0,20.0,True
01/8992,Bright Size Life,False,0.356,PB/283/N,"Pretty standard concert; left satisfied, not thrilled. (NYC12). Loved the Bright Size Life vibes.",NYC12-5pm,46.0,False,1182.0,0.0,False
03/2589,Kind of Blue,False,0.013,LT/91/N,Ear-splitting mix and sloppy timing ruined the night. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,26.0,False,8150.0,3607.0,False
01/0025,Head Hunters,False,0.559,LB/6/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,15.0,False,225.0,998.0,False
02/5148,Head Hunters,True,2.081,CB/831/N,"Set was fine; crowd cheered, I nodded along. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,16.0,False,0.0,0.0,True
01/5575,Bright Size Life,False,0.865,LB/1156/N,Security chaos and flat playing made it miserable. (NYC12). Loved the Bright Size Life vibes.,NYC12-5pm,44.0,False,805.0,1560.0,False
01/3023,Bright Size Life,True,3.139,LB/631/N,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,33.0,False,0.0,0.0,True
01/5528,Head Hunters,False,0.815,LB/1143/N,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,18.0,False,323.0,435.0,False
01/4358,Head Hunters,False,3.857,LB/818/XL,Venue transformed into magic; I’m still buzzing. (SF14).,SF14-7pm,20.0,False,380.0,230.0,True
01/3166,Bright Size Life,True,3.304,LB/657/N,,NYC12-5pm,,False,0.0,0.0,True
01/5006,Kind of Blue,True,2.969,A/166/N,,NYC12-5pm,15.0,False,0.0,0.0,True
02/0594,,False,0.811,B/39/XL,"Nice venue, middling performance; I'd go again maybe. (NYC12).",NYC12-5pm,24.0,False,4.0,783.0,False
04/6986,Head Hunters,False,2.772,CB/1129/N,,FL16-7pm,8.0,False,0.0,0.0,True
01/6418,Head Hunters,False,0.352,LB/1329/N,"Everything worked, yet nothing surprised me. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,27.0,False,93.0,772.0,False
01/6718,Head Hunters,False,0.046,CB/1088/N,Awful acoustics; even the claps sounded wrong. (NYC12).,NYC12-5pm,37.0,False,256.0,528.0,False
02/7899,Head Hunters,False,0.172,CB/1275/XL,Stunning vocals and immaculate mixing; pure concert bliss. (NYC12).,NYC12-5pm,40.0,False,14.0,795.0,False
01/1322,Head Hunters,True,3.248,CB/196/N,Confident performance; solos were sharp and tasteful. (NYC12).,NYC12-5pm,40.0,False,0.0,0.0,True
01/5845,Head Hunters,True,2.961,CB/947/N,Painfully off-key vocals; the crowd deserved refunds. (SF14). Loved the Head Hunters vibes.,SF14-7pm,44.0,False,0.0,0.0,True
03/6858,Kind of Blue,False,0.671,A/229/N,"Solid gig—nothing magical, nothing awful. (FL16).",FL16-7pm,39.0,False,60.0,4984.0,False
01/1541,Head Hunters,False,3.411,LB/298/XL,Transcendent performance; the crowd moved like one. (NYC12).,NYC12-5pm,47.0,False,19.0,720.0,True
01/2082,Head Hunters,False,0.134,CB/335/N,Strong vocals and tight drums—very fun night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,20.0,False,4.0,804.0,False
01/1962,Head Hunters,False,0.125,LB/390/N,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,24.0,False,458.0,984.0,False
01/0352,Bright Size Life,False,0.354,LB/78/N,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,23.0,False,4976.0,0.0,False
01/0112,Kind of Blue,False,3.236,A/1/XL,"A masterclass live: tight, loud, and beautifully controlled. (FL16). Loved the Kind of Blue vibes.",FL16-7pm,48.0,True,2624.0,30.0,True
01/5877,Head Hunters,False,0.095,LB/1121/XL,Venue transformed into magic; I’m still buzzing. (NYC12).,NYC12-5pm,17.0,False,1552.0,0.0,False
01/4367,Head Hunters,True,3.135,CB/710/XL,The band was unstoppable; unforgettable performance from start to finish. (FL16).,FL16-7pm,37.0,False,0.0,0.0,True
01/7878,Head Hunters,False,0.33,CB/1269/N,Warm lighting and crisp sound made it memorable. (NYC12).,NYC12-5pm,18.0,False,32.0,673.0,False
05/4030,Head Hunters,False,0.97,CB/661/XL,Groove was relentless; I danced the whole time. (NYC12).,NYC12-5pm,8.0,False,0.0,0.0,False
01/1249,Head Hunters,False,0.02,LB/251/N,Security chaos and flat playing made it miserable. (NYC12).,NYC12-5pm,27.0,False,610.0,948.0,False
01/2230,Head Hunters,True,3.914,CB/358/N,Crystal-clear sound and wild energy—instant classic night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,6.0,False,0.0,0.0,True
02/5159,Kind of Blue,False,0.831,A/174/N,Venue transformed into magic; I’m still buzzing. (FL16).,FL16-7pm,31.0,False,837.0,4103.0,False
01/5810,Head Hunters,True,3.671,CB/935/N,"Decent songs, but the mix swallowed the vocals. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,28.0,False,0.0,0.0,True
01/5390,Head Hunters,True,3.218,CB/872/XL,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,24.0,False,0.0,0.0,True
01/8706,Head Hunters,False,0.994,CB/1412/N,Perfect setlist and epic encore—worth every cent. (FL16). Loved the Head Hunters vibes.,FL16-7pm,19.0,False,37.0,734.0,False
01/1861,Bright Size Life,True,3.077,LB/358/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,32.0,False,0.0,0.0,True
01/4544,Head Hunters,True,3.448,CB/743/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,34.0,False,0.0,0.0,True
01/7965,Head Hunters,True,3.608,CB/1287/XL,Sound was mud; every note felt like an accident. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,21.0,False,0.0,0.0,True
01/2869,Head Hunters,True,2.59,CB/467/N,Perfect setlist and epic encore—worth every cent. (SF14). Loved the Head Hunters vibes.,SF14-7pm,61.0,False,0.0,0.0,True
01/8279,Head Hunters,False,3.334,CB/1349/N,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,31.0,False,4389.0,56.0,True
01/7472,Bright Size Life,True,2.27,LB/1426/XL,Perfect setlist and epic encore—worth every cent. (NYC12).,NYC12-5pm,,False,0.0,0.0,True
02/2908,,False,0.436,LB/553/XL,,NYC12-5pm,13.0,False,651.0,267.0,False
02/7503,Kind of Blue,False,2.861,A/283/XL,Neither hit nor miss; just a regular show. (NYC12).,NYC12-5pm,37.0,False,12973.0,1574.0,True
01/9217,Head Hunters,False,3.877,B/604/XL,Crystal-clear sound and wild energy—instant classic night. (FL16).,FL16-7pm,31.0,False,783.0,6.0,True
01/3011,Head Hunters,True,2.653,CB/489/N,Venue transformed into magic; I’m still buzzing. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,25.0,False,0.0,0.0,True
01/3267,Kind of Blue,True,2.308,RB/28/N,Stunning vocals and immaculate mixing; pure concert bliss. (FL16).,FL16-7pm,43.0,False,0.0,0.0,True
01/9088,Head Hunters,False,2.292,B/596/XL,Sound was mud; every note felt like an accident. (FL16).,FL16-7pm,28.0,False,3849.0,0.0,True
01/8355,Kind of Blue,True,2.787,A/324/XL,"Everything worked, yet nothing surprised me. (FL16).",FL16-7pm,15.0,False,0.0,0.0,True
02/4420,Head Hunters,False,2.45,CB/724/XL,Painfully off-key vocals; the crowd deserved refunds. (SF14). Loved the Head Hunters vibes.,SF14-7pm,25.0,False,688.0,128.0,True
01/1465,Head Hunters,False,0.943,CB/233/N,"They played tight, but the vibe stayed flat. (SF14).",SF14-7pm,63.0,False,643.0,248.0,False
01/5368,Head Hunters,False,0.261,CB/870/XL,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,18.0,False,55.0,2289.0,False
01/1032,Head Hunters,True,0.982,CB/153/N,Sound was mud; every note felt like an accident. (SF14). Loved the Head Hunters vibes.,SF14-7pm,25.0,False,0.0,0.0,False
01/3682,Bright Size Life,True,2.854,LB/761/N,Strong vocals and tight drums—very fun night. (NYC12).,NYC12-5pm,19.0,False,0.0,0.0,True
01/8759,Bright Size Life,False,0.862,LB/1695/XL,The band was unstoppable; unforgettable performance from start to finish. (NYC12).,NYC12-5pm,25.0,False,659.0,77.0,False
01/6486,Kind of Blue,True,3.438,B/434/XL,Setlist dragged; the bassline wandered aimlessly. (nan).,,18.0,False,0.0,0.0,True
01/7065,,True,3.776,B/471/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,28.0,False,0.0,0.0,True
01/8176,Kind of Blue,False,0.885,RB/98/XL,Feedback screamed louder than the guitars. Disaster. (FL16).,FL16-7pm,28.0,False,8257.0,3208.0,False
01/7988,Kind of Blue,True,2.22,A/313/XL,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,49.0,False,0.0,0.0,True
05/3411,Bright Size Life,True,3.537,LB/645/XL,Crystal-clear sound and wild energy—instant classic night. (NYC12).,NYC12-5pm,25.0,False,0.0,0.0,True
01/7361,Kind of Blue,True,2.207,LT/239/N,Perfect setlist and epic encore—worth every cent. (FL16).,FL16-7pm,23.0,,0.0,0.0,True
01/1450,Kind of Blue,True,2.759,PB/53/XL,Perfect setlist and epic encore—worth every cent. (FL16). Loved the Kind of Blue vibes.,FL16-7pm,43.0,False,0.0,0.0,True
01/3328,Head Hunters,False,0.13,LB/691/N,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12).",NYC12-5pm,34.0,False,578.0,323.0,False
01/6167,Head Hunters,True,3.993,CB/998/XL,"Drums lagged, vocals cracked—worst concert I've sat through. (SF14).",SF14-7pm,42.0,False,0.0,0.0,True
02/9013,Head Hunters,False,0.87,CB/1461/N,,NYC12-5pm,48.0,False,61.0,723.0,False
02/4359,Kind of Blue,False,2.137,LT/137/N,Venue transformed into magic; I’m still buzzing. (FL16).,FL16-7pm,40.0,False,17687.0,580.0,True
01/8193,Head Hunters,True,2.046,CB/1327/N,The band was unstoppable; unforgettable performance from start to finish. (SF14).,SF14-7pm,18.0,False,0.0,0.0,True
01/4128,Bright Size Life,False,0.942,LB/846/N,,NYC12-5pm,54.0,True,1255.0,31.0,False
01/8247,Kind of Blue,False,2.667,PB/258/N,"They played tight, but the vibe stayed flat. (NYC12). Loved the Kind of Blue vibes.",NYC12-5pm,23.0,False,3007.0,859.0,True
01/6407,Head Hunters,True,3.902,CB/1033/N,"Drums lagged, vocals cracked—worst concert I've sat through. (NYC12).",NYC12-5pm,19.0,False,0.0,0.0,True
01/5442,Head Hunters,False,0.819,LB/1042/XL,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,48.0,False,79.0,1370.0,False
01/5496,Head Hunters,True,2.04,CB/882/N,Great energy and clean sound; the band really connected. (FL16).,FL16-7pm,22.0,False,0.0,0.0,True
01/7308,Kind of Blue,True,2.445,LT/267/XL,Best show all year; every note landed perfectly. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,46.0,False,0.0,0.0,True
02/0008,Kind of Blue,True,3.206,A/1/N,World-class musicianship; I’d travel to see this again. (NYC12). Loved the Kind of Blue vibes.,NYC12-5pm,34.0,False,0.0,0.0,True
02/9062,Head Hunters,True,2.468,,"Solid gig—nothing magical, nothing awful. (NYC12).",NYC12-5pm,65.0,False,0.0,0.0,True
01/4450,Kind of Blue,True,2.108,LT/140/N,Band looked bored; the venue lights outperformed them. (FL16).,FL16-7pm,26.0,False,0.0,0.0,True
01/5843,Head Hunters,True,2.105,CB/947/XL,,NYC12-5pm,58.0,False,0.0,0.0,True
01/1506,Head Hunters,False,3.118,LB/298/N,World-class musicianship; I’d travel to see this again. (nan).,,19.0,False,639.0,9.0,True
02/3809,Head Hunters,False,0.091,CB/624/N,"Too loud, too messy; still had a few moments. (NYC12). Loved the Head Hunters vibes.",NYC12-5pm,19.0,False,0.0,0.0,False
01/1869,Bright Size Life,False,0.085,LB/373/N,"Uneven set; strong start, weak finish. (NYC12).",NYC12-5pm,24.0,False,1289.0,0.0,False
01/7123,Head Hunters,False,0.358,,Setlist dragged; the bassline wandered aimlessly. (NYC12).,NYC12-5pm,26.0,False,704.0,51.0,False
01/0757,Bright Size Life,False,0.705,PB/33/N,"They tried, yet the tempo kept slipping. (FL16). Loved the Bright Size Life vibes.",FL16-7pm,67.0,False,6.0,1173.0,False
03/1118,Kind of Blue,,3.124,LT/43/XL,World-class musicianship; I’d travel to see this again. (NYC12).,NYC12-5pm,6.0,False,0.0,0.0,True
01/8918,Head Hunters,False,0.012,CB/1448/N,Feedback screamed louder than the guitars. Disaster. (NYC12).,NYC12-5pm,20.0,False,33.0,776.0,False
01/7042,Head Hunters,True,0.951,CB/1138/N,"Pretty standard concert; left satisfied, not thrilled. (SF14).",SF14-7pm,48.0,False,0.0,0.0,False
01/7244,Head Hunters,True,3.413,CB/1181/XL,Venue transformed into magic; I’m still buzzing. (SF14). Loved the Head Hunters vibes.,SF14-7pm,29.0,False,0.0,0.0,True
02/4341,Head Hunters,False,0.525,CB/716/N,,NYC12-5pm,4.0,False,0.0,0.0,False
01/0772,Kind of Blue,False,0.358,B/56/XL,Crystal-clear sound and wild energy—instant classic night. (FL16).,FL16-7pm,37.0,False,341.0,5835.0,False
01/8979,Bright Size Life,False,2.263,LB/1738/XL,,SF14-7pm,39.0,True,2005.0,0.0,True
02/5397,Bright Size Life,True,3.0,PB/162/XL,Excellent setlist; the encore was worth waiting for. (NYC12).,NYC12-5pm,8.0,False,0.0,0.0,True
01/0360,Head Hunters,False,0.561,LB/67/XL,Neither hit nor miss; just a regular show. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,15.0,False,603.0,112.0,False
02/3519,Head Hunters,True,3.202,CB/577/N,Okay sound and okay singing—exactly what I expected. (NYC12).,NYC12-5pm,0.0,False,0.0,0.0,True
01/2298,Head Hunters,False,0.716,LB/467/N,Perfect setlist and epic encore—worth every cent. (SF14).,SF14-7pm,33.0,False,683.0,5.0,False
01/5362,Kind of Blue,True,2.445,B/336/N,"Pretty standard concert; left satisfied, not thrilled. (FL16).",FL16-7pm,35.0,False,0.0,0.0,True
02/6035,Head Hunters,,0.273,CB/976/N,"A masterclass live: tight, loud, and beautifully controlled. (NYC12).",NYC12-5pm,3.0,,0.0,0.0,False
01/0983,Head Hunters,True,3.095,CB/149/XL,"Nice venue, middling performance; I'd go again maybe. (FL16).",FL16-7pm,34.0,False,0.0,0.0,True
01/2811,Head Hunters,False,0.291,LB/537/XL,Band looked bored; the venue lights outperformed them. (NYC12).,NYC12-5pm,44.0,False,0.0,871.0,False
02/8638,Head Hunters,False,3.416,CB/1402/N,Strong vocals and tight drums—very fun night. (NYC12). Loved the Head Hunters vibes.,NYC12-5pm,4.0,False,0.0,0.0,True
02/0534,Kind of Blue,False,0.468,A/23/N,"Absolutely electric—flawless sound, goosebumps, and a roaring crowd. (NYC12).",NYC12-5pm,49.0,False,5197.0,666.0,False
